WMO Region Symbol,Country Name,Institution Name,Author Name,AR,Total
ASI,China,Ministry of Finance,Gang Wen,AR5,1
ASI,China,Ministry of Power Industry,X. Shaoxiong,AR2,1
ASI,China,Ministry of Water Resources,Jianyun Zhang,AR3,1
ASI,China,N/A,Siwei Lang,AR2,1
ASI,China,N/A,C. Long-Jun,AR2,1
ASI,China,N/A,Shao-Xiong Xie,AR1,1
ASI,China,N/A,Jia-cheng Zhang,AR1,1
ASI,China,N/A,Q. Zhao,AR2,1
ASI,China,N/A,Xiongwen Chen,AR3,1
ASI,China,N/A,Guodong Cheng,AR1,1
ASI,China,Nanjing Agricultural University,Genxing Pan,AR4,1
ASI,China,Nanjing University,Y. Qian,AR3,1
ASI,China,Nankai University,He Xu,AR5,1
ASI,China,National Center for Climate Strategy Study and International Cooperation (NRDC),Ji Zou,AR5,3
ASI,China,National Climate Center,Yihui Ding,AR3,1
ASI,China,National Climate Center,Dai Xiaosu,AR3,1
ASI,China,National Meteorological Centre,S. Anjian,AR2,1
ASI,China,National Meteorological Centre,W. Bomin,AR2,1
ASI,China,Ocean University of China,Xiaotong Zheng,AR5,1
ASI,China,Peking University,D. Gong,AR3,1
ASI,China,Peking University,Shuangcheng Li,AR4,1
ASI,China,Peking University,S.-W. Wang,AR3,2
ASI,China,Peking University,Shilong Piao,AR5,3
ASI,China,Peking University,Yongyun Hu,AR5,1
ASI,China,Renmin University of China,Ji Zou,AR4,1
ASI,China,Second Institute of Oceanography,Jilan Su,AR2,3
ASI,China,Second Institute of Oceanography,Jilan Su,AR3,1
ASI,China,Shenyang Agricultural University,Liyong Xie,AR5,1
ASI,China,South China Sea Institute of Oceanology,Qiaomin Zhang,AR4,1
ASI,China,State Environmental Protection Administration,R. Ye,AR1,1
ASI,China,State Meteorological Administration,H-X. Cao,AR1,1
ASI,China,State Meteorological Administration,X Lin,AR1,1
ASI,China,Tongji University,Daidu Fan,AR4,1
ASI,China,Tongji University,Congxian Li,AR3,1
ASI,China,Tongji University,Congxian Li,AR4,1
ASI,China,Tsinghua University,Maosheng Duan,AR4,1
ASI,China,Tsinghua University,Eric Martinot,AR4,1
ASI,China,Tsinghua University,Tianzhu Zhang,AR3,1
ASI,China,Tsinghua University,Tianzhu Zhang,AR4,1
ASI,China,Tsinghua University,Xiliang Zhang,AR4,1
ASI,China,Tsinghua University,Xiliang Zhang,AR5,1
ASI,China,Tsinghua University,Wenying Chen,AR5,1
ASI,China,Tsinghua University,Minggao Ouyang,AR5,1
ASI,China,Tsinghua University,Han Hao,AR5,1
ASI,China,Tsinghua University,Yi Jiang,AR5,1
ASI,China,Tsinghua University,Fei Teng,AR5,1
ASI,China,United Nations Development Programme (UNDP) - GEF,Xianfu Lu,AR4,3
ASI,China,USDA Forest Service,Jiahua Pan,AR4,1
ASI,China,Xiamen University,Rui Zhang,AR5,1
ASI,China,Zhejiang University,Long Cao,AR5,2
ASI,Hong Kong,University of Hong Kong,H. Dimitriou,AR2,1
ASI,India,Ashoka Trust for Research in Ecology and the Environment (ATREE),Harini Nagendra,AR5,1
ASI,India,Asian Development Bank,Sujata Gupta,AR4,3
ASI,India,Bhabha Atomic Research Centre,S. Sadasivan,AR2,1
ASI,India,Central Arid Zone Research Institute,L.N. Harsh,AR2,1
ASI,India,Centre for Atmospheric Sciences,Murari Lal,AR2,1
ASI,India,Centre for Policy Research,Navroz K. Dubash,AR5,3
ASI,India,Centre For Wind Energy Technology (C-WET),N.S. Prasad,AR3,1
ASI,India,CESDAC,Murari Lal,AR4,3
ASI,India,"CGIAR Research Program on Climate Change, Agriculture and Food Security Program (CCAFS)",Pramod Aggarwal,AR5,1
ASI,India,Deloitte Touche Tohmatsu India Pvt. Ltd.,Pradeep Kumar Dadhich,AR5,1
ASI,India,Development Alternatives,Ashok Khosla,AR3,1
ASI,India,Energy and Resources Institute,Suruchi Bhadwal,AR4,1
ASI,India,Energy and Resources Institute,Suruchi Bhadwal,AR5,1
ASI,India,ERM India Pvt,Tushar Moulik,AR4,1
ASI,India,Global Change Programme Jadavpur University,Manaswita Konar,AR4,1
ASI,India,Government of India,Amit Garg,AR4,1
ASI,India,Halcrow Consulting India,Ashok Sharma,AR4,1
ASI,India,HELVETAS Swiss Intercooperation,Rupa Mukerji,AR5,1
ASI,India,HELVETAS Swiss Intercooperation,Carmenza Robledo Abad,AR5,2
ASI,India,Independent Consultant,Shashi Kulshrestha,AR2,3
ASI,India,India Meteorological Department,Shiv D. Atri,AR4,1
ASI,India,India Meteorological Department,V. Thapliyal,AR3,1
ASI,India,Indian Agricultural Research Institute,Pramod Aggarwal,AR4,3
ASI,India,Indian Agricultural Research Institute,S.K. Sinha,AR1,2
ASI,India,Indian Agricultural Research Institute,S.K. Sinha,AR3,1
ASI,India,Indian Agricultural Research Institute,Himanshu Pathak,AR5,1
ASI,India,Indian Council of Agriculture Research,I. Abrol,AR1,1
ASI,India,Indian Council of Agriculture Research,L.P. Abrol,AR2,1
ASI,India,Indian Institute for Human Settlements,Aromar Revi,AR5,2
ASI,India,Indian Institute for Human Settlements,Sumetee Pahwa Gajjar,AR5,1
ASI,India,Indian Institute of Management,Priyadarshi R. Shukla,AR2,3
ASI,India,Indian Institute of Management,Priyadarshi R. Shukla,AR3,2
ASI,India,Indian Institute of Management,Priyadarshi R. Shukla,AR4,4
ASI,India,Indian Institute of Management,Jigeesha Upadhyay,AR5,1
ASI,India,"Indian Institute of Management,Ahmedabad",Amit Garg,AR5,1
ASI,India,"Indian Institute of Management,Ahmedabad",Priyadarshi R. Shukla,AR5,1
ASI,India,Indian Institute of Public Health,Amrutasri Nori-Sarma,AR5,1
ASI,India,Indian Institute of Science,S. Gadgil,AR1,1
ASI,India,Indian Institute of Science,Nijavalli H. Ravindranath,AR2,3
ASI,India,Indian Institute of Science,Nijavalli H. Ravindranath,AR3,1
ASI,India,Indian Institute of Science,Nijavalli H. Ravindranath,AR4,1
ASI,India,Indian Institute of Science,Nijavalli H. Ravindranath,AR5,3
ASI,India,Indian Institute of Science,Jayaraman Srinivasan,AR3,1
ASI,India,Indian Institute of Science,Jayaraman Srinivasan,AR4,1
ASI,India,Indian Institute of Science,Raman Sukumar,AR4,1
ASI,India,Indian Institute of Science,Govindasamy Bala,AR5,2
ASI,India,Indian Institute of Science,S.K. Satheesh,AR5,1
ASI,India,Indian Institute of Technology,Murari Lal,AR3,3
ASI,India,Indian Institute of Technology,Krishna Mirle Achutarao,AR5,2
ASI,India,Indian Institute of Technology,Geetam Tiwari,AR5,1
ASI,India,Indian Institute of Technology Bombay,Murari Lal,AR3,4
ASI,India,Indian Institute of Technology Bombay,Anand Patwardhan,AR3,2
ASI,India,Indian Institute of Technology Bombay,Anand Patwardhan,AR4,3
ASI,India,Indian Institute of Technology Bombay,Anand Patwardhan,AR5,1
ASI,India,Indian Institute of Technology Delhi,Anil Agarwal,AR3,1
ASI,India,Indian Institute of Technology Delhi,Ambuj Sagar,AR5,2
ASI,India,Indian Institute of Technology Mandi,Varun Dutt,AR5,1
ASI,India,Indian Institute of Tropical Meteorology,Rupa Kumar Kolli,AR4,1
ASI,India,Indian Institute of Tropical Meteorology,Ramesh Kripalani,AR4,1
ASI,India,Indian Institute of Tropical Meteorology,K.R. Kumar,AR2,1
ASI,India,Indian Institute of Tropical Meteorology,K.R. Kumar,AR3,1
ASI,India,Indian Institute of Tropical Meteorology,Govind Ballabh Pant,AR1,1
ASI,India,Indian Institute of Tropical Meteorology,Govind Ballabh Pant,AR2,1
ASI,India,Indian Institute of Tropical Meteorology,Govind Ballabh Pant,AR4,1
ASI,India,Indian Institute of Tropical Meteorology,S. Singh,AR2,1
ASI,India,Indian Institute of Tropical Meteorology,Krishna Kumar Kanikicharla,AR5,3
ASI,India,Indian Institute of Tropical Meteorology,Ashok Karumuri,AR5,1
ASI,India,Indian Institute of Tropical Meteorology,Ashwini Kulkarni,AR5,1
ASI,India,Indian Institute of Tropical Meteorology,Koteswara Rao Kundeti,AR5,1
ASI,India,Indian School of Environmental Sciences,P.S. Ramakrishnan,AR2,1
ASI,India,Indian Space Research Organisation,Abha Chhabra,AR5,1
ASI,India,"Indian Statistical Institute,Delhi",Eswaran Somanathan,AR5,3
ASI,India,Indira Gandhi Institute of Development Research,P.G. Babu,AR2,1
ASI,India,Indira Gandhi Institute of Development Research,S. Kavi Kumar,AR2,1
ASI,India,Indira Gandhi Institute of Development Research,Jyoti K. Parikh,AR2,2
ASI,India,Indira Gandhi Institute of Development Research,Jyoti K. Parikh,AR3,1
ASI,India,Indira Gandhi Institute of Development Research,Kirit S. Parikh,AR2,1
ASI,India,Indira Gandhi Institute of Development Research,Kirit S. Parikh,AR3,2
ASI,India,Institute of Economic Growth,Purnamita Dasgupta,AR5,1
ASI,India,Integrated Research and Action for Development (IRADe),Jyoti K. Parikh,AR5,1
ASI,India,Integrated Research and Action for Development (IRADe),Kirit S. Parikh,AR5,1
ASI,India,International Fertilizer Development Center (IFDC),N. Singh,AR2,1
ASI,India,International Institute for Applied Systems Analysis (IIASA),Shilpa Rao,AR4,1
ASI,India,IPCC,Shardul Agrawala,AR2,1
ASI,India,IPCC,Subodh Sharma,AR2,1
ASI,India,Jadavpur University,Joyashree Roy,AR4,3
ASI,India,Jadavpur University,Joyashree Roy,AR5,3
ASI,India,Jadavpur University,Shyamsree Dasgupta,AR5,1
ASI,India,Jawaharlal Nehru University,Rais Akhtar,AR4,1
ASI,India,Jawaharlal Nehru University,Brij Gopal,AR4,1
ASI,India,Jawaharlal Nehru University,P.S. Ramakrishnan,AR2,2
ASI,India,Jawaharlal Nehru University,P.S. Ramakrishnan,AR3,1
ASI,India,KanORS,Amit Kanudia,AR5,1
ASI,India,Maulana Azad National Institute of Technology,Manmohan Kapshe,AR4,1
ASI,India,Maulana Azad National Institute of Technology,Manmohan Kapshe,AR5,1
ASI,India,Ministry of Environment and Forests,D.K. Biswas,AR3,1
ASI,India,Ministry of Environment and Forests,S.K. Sinha,AR2,2
ASI,India,N/A,Shardul Agrawala,AR2,2
ASI,India,N/A,Ehrlich Desa,AR2,1
ASI,India,N/A,B.N. Desai,AR2,1
ASI,India,N/A,R. Gupta,AR2,1
ASI,India,N/A,P. Khanna,AR2,1
ASI,India,N/A,K. Madhava Sarma,AR1,1
ASI,India,N/A,A. Sastri,AR1,1
ASI,India,N/A,J. Sehgal,AR2,1
ASI,India,N/A,Raman Sukumar,AR2,1
ASI,India,N/A,G. Srinivasan,AR3,1
ASI,India,National Institute of Advanced Studies,Dilip Ahuja,AR3,1
ASI,India,National Institute of Advanced Studies,Dilip Ahuja,AR4,1
ASI,India,National Institute of Hydrology,K.S. Ramasastri,AR2,1
ASI,India,National Institute of Oceanography,Ehrlich Desa,AR2,2
ASI,India,National Institute of Oceanography,Alakkat S. Unnikrishnan,AR4,1
ASI,India,National Institute of Oceanography,Alakkat S. Unnikrishnan,AR5,1
ASI,India,Physical Research Laboratory,A. Jayaraman,AR3,2
ASI,India,Physical Research Laboratory,B. Keshavamurthy,AR1,1
ASI,India,Physical Research Laboratory,S. Lai,AR1,1
ASI,India,Physical Research Laboratory,Srikanthan Ramachandran,AR4,1
ASI,India,Physical Research Laboratory,Rengaswamy Ramesh,AR4,1
ASI,India,Physical Research Laboratory,Rengaswamy Ramesh,AR5,1
ASI,India,Reliance Industries Ltd.,Ashish Rana,AR4,1
ASI,India,Sohrabji Godrej Green Business Centre,Kramadhati S. Venkatagiri,AR5,1
ASI,India,Tata Energy Research Institute (TERI),A.N. Achanta,AR2,1
ASI,India,Tata Energy Research Institute (TERI),Ranjan K. Bose,AR3,1
ASI,India,Tata Energy Research Institute (TERI),Ranjan K. Bose,AR4,1
ASI,India,Tata Energy Research Institute (TERI),Sujata Gupta,AR3,4
ASI,India,Tata Energy Research Institute (TERI),R.K. Pachauri,AR2,2
ASI,India,Tata Energy Research Institute (TERI),R.K. Pachauri,AR3,1
ASI,India,Tata Energy Research Institute (TERI),L. Srivastava,AR3,2
ASI,India,Tata Energy Research Institute (TERI),Ritu Mathur,AR5,1
ASI,India,Tata Energy Research Institute (TERI),Arun Kansal,AR5,1
ASI,India,Tata Institute of Social Sciences,T. Jayaraman,AR5,1
ASI,India,United Nations Environment Programme (UNEP),Ravi Sharma,AR3,1
ASI,India,United Nations Environment Programme (UNEP),Sudhir Sharma,AR3,1
ASI,India,University of Delhi,Shreekant Gupta,AR3,1
ASI,India,University of Delhi,Shreekant Gupta,AR5,1
ASI,India,University of Delhi,Surender Kumar,AR5,1
ASI,India,University of Kashmir,Rais Akhtar,AR3,1
ASI,India,Wadia Institute of Himalayan Geology,Renoj Thayyen,AR4,1
ASI,India,Wadia Institute of Himalayan Geology,Anil K. Gupta,AR5,1
ASI,India,West Bengal National University of Juridical Sciences,Nandan Nawn,AR5,1
ASI,Iran,Islamic Republic of Iran Meteorological Organization (IRIMO),Mostafa Jafari,AR4,1
ASI,Iran,Islamic Republic of Iran Meteorological Organization (IRIMO),Mostafa Jafari,AR5,1
ASI,Iran,Islamic Republic of Iran Meteorological Organization (IRIMO),Fatemeh Rahimzadeh,AR4,1
ASI,Iran,Islamic Republic of Iran Meteorological Organization (IRIMO),Fatemeh Rahimzadeh,AR5,1
ASI,Iran,National Center for Climatology,Majid Habibi Nokhandan,AR4,1
ASI,Japan,Aichi University,Masatoshi Yoshino,AR2,2
ASI,Japan,Building Research Institute,Shuzo Murakami,AR5,1
ASI,Japan,"Center for Regional Research, Hosei University",Kenshi Baba,AR5,1
ASI,Japan,Central Research Institute of Electric Power Industry,H. Hirakuchi,AR2,1
ASI,Japan,Central Research Institute of Electric Power Industry,H. Kato,AR3,1
ASI,Japan,Central Research Institute of Electric Power Industry,Taishi Sugiyama,AR4,1
ASI,Japan,Central Research Institute of Electric Power Industry,Taishi Sugiyama,AR5,3
ASI,Japan,Central Research Institute of Electric Power Industry,Kenji Asano,AR5,1
ASI,Japan,Central Research Institute of Electric Power Industry,Osamu Kimura,AR5,1
ASI,Japan,Central Research Institute of Electric Power Industry,Hidenori Komatsu,AR5,1
ASI,Japan,Environment Agency,Shuzo Nishioka,AR2,3
ASI,Japan,Faculty of Law Sophia University,Shinya Murase,AR3,1
ASI,Japan,Faculty of Law Sophia University,Shinya Murase,AR4,1
ASI,Japan,Forestry and Forest Products Research Institute,Mitsuo Matsumoto,AR4,1
ASI,Japan,Forestry and Forest Products Research Institute,T. Inoue,AR1,1
ASI,Japan,Frontier Research Center for Global Change,James Annan,AR4,1
ASI,Japan,Frontier Research Center for Global Change,Masayoshi Ishii,AR4,1
ASI,Japan,Frontier Research Center for Global Change,Michio Kawamiya,AR4,1
ASI,Japan,Frontier Research Center for Global Change,Taroh Matsuno,AR4,3
ASI,Japan,Frontier Research Center for Global Change,T. Motoi,AR3,1
ASI,Japan,Frontier Research Center for Global Change,Oliver Wild,AR3,1
ASI,Japan,Frontier Research Center for Global Change,Oliver Wild,AR4,1
ASI,Japan,Global Industrial and Social Progress Research Institute (GISPRI),Kanako Tanaka,AR3,1
ASI,Japan,Global Industrial and Social Progress Research Institute (GISPRI),T. Taniguchi,AR3,2
ASI,Japan,Global Industrial and Social Progress Research Institute (GISPRI),Itsuya Tsuzaka,AR2,2
ASI,Japan,Hokkaido National Fisheries Research Institute,Tsuneo Ono,AR4,1
ASI,Japan,Hokkaido University,Shigeru Aoki,AR5,1
ASI,Japan,Hokkaido University,Ralf Greve,AR5,1
ASI,Japan,Ibaraki University,Nobuo Mimura,AR2,1
ASI,Japan,Ibaraki University,Nobuo Mimura,AR3,3
ASI,Japan,Ibaraki University,Nobuo Mimura,AR4,3
ASI,Japan,Ibaraki University,Nobuo Mimura,AR5,1
ASI,Japan,Ibaraki University,Kazuya Yasuhara,AR5,2
ASI,Japan,IEEJ,N. Sagawa,AR2,1
ASI,Japan,Institute of Global Environmental Studies (IGES),S.V.R.K. Prabhakar,AR5,1
ASI,Japan,International Centre for Water Hazard and Risk Management,Kuniyoshi Takeuchi,AR5,1
ASI,Japan,International Christian University,A. Higashi,AR1,1
ASI,Japan,IPCC,Hiroshi Tsukamoto,AR2,1
ASI,Japan,Japan Agency for Marine-Earth Science and Technology,Julia Hargreaves,AR5,1
ASI,Japan,Japan Agency for Marine-Earth Science and Technology,Prabir Patra,AR5,1
ASI,Japan,Japan Automobile Research Institute (JARI),K. Minato,AR3,1
ASI,Japan,Japan Environment Agency,N. Hasegawa,AR3,1
ASI,Japan,Japan Forest Technical Ass.,T. Fujimori,AR3,1
ASI,Japan,Japan Meteorological Agency,Akio Kitoh,AR2,1
ASI,Japan,Japan Meteorological Agency,Akira Noda,AR2,2
ASI,Japan,Japan Meteorological Agency,Akira Noda,AR3,2
ASI,Japan,Japan Meteorological Agency,N. Sato,AR2,1
ASI,Japan,Japan Meteorological Agency,T. Tokioka,AR2,1
ASI,Japan,Japan Science and Technology Agency (JST),Kanako Tanaka,AR5,1
ASI,Japan,Japanese Ministry of Foreign Affairs,S. Sakaguchi,AR1,1
ASI,Japan,Japanese Society of Snow and Ice,Tomomi Yamada,AR4,1
ASI,Japan,Keio University,Hitoshi Hayami,AR4,1
ASI,Japan,Keio University,M. Kuroda,AR2,1
ASI,Japan,Keio University,Shuzo Nishioka,AR3,1
ASI,Japan,Keio University,Shuzo Nishioka,AR4,1
ASI,Japan,Keio University,Y. Wake,AR3,1
ASI,Japan,Keio University,Mitsutsune Yamaguchi,AR3,1
ASI,Japan,Kogakuin University,Atsushi Inaba,AR5,1
ASI,Japan,Kwansei Gakuin University,A. Amano,AR2,1
ASI,Japan,Kyoto University,Yuzuru Matsuoka,AR3,2
ASI,Japan,Kyoto University,Yuzuru Matsuoka,AR4,1
ASI,Japan,Kyoto University,Akhilesh Surjan,AR5,1
ASI,Japan,Kyoto University,Rajib Shaw,AR5,1
ASI,Japan,Kyushu University,H. Imura,AR3,1
ASI,Japan,Kyushu University,Toshihiko Takemura,AR4,2
ASI,Japan,Kyushu University,Toshihiko Takemura,AR5,1
ASI,Japan,Meteorological Research Institute,Masayoshi Ishii,AR5,2
ASI,Japan,Meteorological Research Institute,Akio Kitoh,AR3,1
ASI,Japan,Meteorological Research Institute,Akio Kitoh,AR4,2
ASI,Japan,Meteorological Research Institute,K. Kodera,AR3,1
ASI,Japan,Meteorological Research Institute,H. Koide,AR2,2
ASI,Japan,Meteorological Research Institute,S. Maeda,AR3,1
ASI,Japan,Meteorological Research Institute,Akira Noda,AR4,1
ASI,Japan,Meteorological Research Institute,H. Sasaki,AR2,1
ASI,Japan,Meteorological Research Institute,T. Tokioka,AR1,1
ASI,Japan,Meteorological Research Institute,Jun Yoshimura,AR4,1
ASI,Japan,Meteorological Research Institute,Seiji Yukimoto,AR4,1
ASI,Japan,Meteorological Research Institute,Michio Aoyama,AR5,1
ASI,Japan,Meteorological Research Institute,Takashi Maki,AR5,1
ASI,Japan,Meteorological Research Institute,Yosuke Niwa,AR5,1
ASI,Japan,Meteorological Research Institute,Hirokazu Endo,AR5,1
ASI,Japan,Meteorological Research Institute,Izuru Takayabu,AR5,1
ASI,Japan,Ministry of Economy Trade and Industry,Shigetaka Seki,AR4,1
ASI,Japan,Ministry of Economy Trade and Industry,Hidekazu Takakura,AR2,2
ASI,Japan,Ministry of Transport,Y. Hosokawa,AR2,1
ASI,Japan,N/A,Mitsuru Ando,AR2,1
ASI,Japan,N/A,K. Haraguchi,AR1,1
ASI,Japan,N/A,S. Kojima,AR2,1
ASI,Japan,N/A,Y. Ogawa,AR2,1
ASI,Japan,N/A,Ryousauke Ohashi,AR2,2
ASI,Japan,N/A,H. Tsuchiya,AR2,1
ASI,Japan,N/A,Z. Uchijima,AR1,1
ASI,Japan,N/A,K. Yokobori,AR1,1
ASI,Japan,Nagasaki University,Masahiro Hashizume,AR5,1
ASI,Japan,Nagoya University,K. Higuchi,AR2,1
ASI,Japan,Nagoya University,Kengo Sudo,AR4,1
ASI,Japan,Nagoya University,Tetsuzo Yasunari,AR5,1
ASI,Japan,National Institute for Environmental Studies,Mitsuru Ando,AR1,1
ASI,Japan,National Institute for Environmental Studies,Mitsuru Ando,AR2,2
ASI,Japan,National Institute for Environmental Studies,Mitsuru Ando,AR3,1
ASI,Japan,National Institute for Environmental Studies,Seita Emori,AR3,2
ASI,Japan,National Institute for Environmental Studies,Seita Emori,AR4,4
ASI,Japan,National Institute for Environmental Studies,Seita Emori,AR5,3
ASI,Japan,National Institute for Environmental Studies,Tatsuya Hanaoka,AR4,1
ASI,Japan,National Institute for Environmental Studies,Hideo Harasawa,AR2,1
ASI,Japan,National Institute for Environmental Studies,Hideo Harasawa,AR3,3
ASI,Japan,National Institute for Environmental Studies,Hideo Harasawa,AR4,3
ASI,Japan,National Institute for Environmental Studies,Seiji Hashimoto,AR4,1
ASI,Japan,National Institute for Environmental Studies,A. Higurashi,AR3,1
ASI,Japan,National Institute for Environmental Studies,Mikiko Kainuma,AR4,1
ASI,Japan,National Institute for Environmental Studies,Mikiko Kainuma,AR5,1
ASI,Japan,National Institute for Environmental Studies,H. Nakane,AR2,1
ASI,Japan,National Institute for Environmental Studies,Yukihiro Nojiri,AR5,2
ASI,Japan,National Institute for Environmental Studies,Toru Nozawa,AR3,2
ASI,Japan,National Institute for Environmental Studies,Toru Nozawa,AR4,1
ASI,Japan,National Institute for Environmental Studies,Ashish Rana,AR3,1
ASI,Japan,National Institute for Environmental Studies,Kiyoshi Takahashi,AR4,3
ASI,Japan,National Institute for Environmental Studies,Kiyoshi Takahashi,AR5,1
ASI,Japan,National Institute for Environmental Studies,Tsuneyuki Morita,AR3,3
ASI,Japan,National Institute for Environmental Studies,Etsushi Kato,AR5,2
ASI,Japan,National Institute for Environmental Studies,Hideo Shiogama,AR5,1
ASI,Japan,National Institute for Environmental Studies,Toshihiko Masui,AR5,1
ASI,Japan,National Institute for Environmental Studies,Yasuaki Hijioka,AR5,2
ASI,Japan,National Institute for Environmental Studies,Kaisuke Nansai,AR5,1
ASI,Japan,National Institute for Environmental Studies,Yumiko Asayama,AR5,1
ASI,Japan,National Institute for Environmental Studies,Kanako Morita,AR5,1
ASI,Japan,National Institute for Resources and Environment,Atsushi Inaba,AR2,1
ASI,Japan,National Institute for Resources and Environment,S. Taguchi,AR3,1
