WMO Region Symbol	Country Name	Institution Type Symbol	Institution Name	Role Symbol	Author Name	AR	Total
SAM	Brazil	NGO	Esquel Group Foundation Brazil (FGEB)	CLA	Antonio R. Magalhaes	AR1	1
SAM	Brazil	NGO	Esquel Group Foundation Brazil (FGEB)	RE	Antonio R. Magalhaes	AR4	1
SAM	Brazil	PRO	Instituto Nacional de Pesquisas da Amazonia	LA	Philip M. Fearnside	AR3	1
SAM	Brazil	PRO	Instituto Nacional de Pesquisas da Amazonia	RE	Philip M. Fearnside	AR4	1
SAM	Brazil	PRO	Instituto Nacional de Pesquisas da Amazonia	CA	Niro Higuchi	AR4	1
SAM	Brazil	PRO	Oswaldo Cruz Foundation (FIOCRUZ)	CLA	Ulisses Confalonieri	AR4	1
SAM	Brazil	PRO	Oswaldo Cruz Foundation (FIOCRUZ)	LA	Ulisses Confalonieri	AR4	2
SAM	Brazil	PRO	Oswaldo Cruz Foundation (FIOCRUZ)	RE	Ulisses Confalonieri	AR3	1
SAM	Brazil	PRO	Oswaldo Cruz Foundation (FIOCRUZ)	RE	Ulisses Confalonieri	AR5	1
SAM	Brazil	PRO	Oswaldo Cruz Foundation (FIOCRUZ)	CA	Ulisses Confalonieri	AR3	1
SAM	Brazil	PRO	Oswaldo Cruz Foundation (FIOCRUZ)	CA	Ulisses Confalonieri	AR5	1
SAM	Chile	GA	Direccion Meteorologica de Chile	LA	Jorge Carrasco	AR5	1
SAM	Chile	HEI	Pontificia Universidad Catolica de Chile	LA	Luis A. Cifuentes	AR3	1
SAM	Chile	HEI	Pontificia Universidad Catolica de Chile	LA	Luis A. Cifuentes	AR4	1
SAM	Chile	HEI	Pontificia Universidad Catolica de Chile	LA	Francisco Meza	AR5	1
SAM	Chile	HEI	Pontificia Universidad Catolica de Chile	LA	J.P. Montero	AR3	1
SAM	Chile	HEI	Pontificia Universidad Catolica de Chile	LA	Juan-Pablo Montero	AR5	1
SAM	Chile	HEI	Pontificia Universidad Catolica de Chile	LA	Sebastian Vicuna	AR5	1
SAM	Chile	HEI	University of Chile	LA	Maisa Rojas	AR5	2
SAM	Chile	HEI	University of Chile	RE	Paulina Aldunce	AR5	1
SAM	Chile	INDV	Independent Consultant	LA	Eduardo Basso	AR3	1
SAM	Chile	INT	UN Economic Commission for LatinAmerican and the Caribbean (ECLAC)	LA	Ricardo Zapata-Marti	AR4	1
SAM	Chile	INT	UN Economic Commission for LatinAmerican and the Caribbean (ECLAC)	CA	Ricardo Zapata-Marti	AR4	1
SAM	Chile	N/A	N/A	CA	Rene Garreaud	AR5	1
SAM	Chile	NGO	Centro de Estudios Cientificos (CECS)	CLA	Gino Casassa	AR4	1
SAM	Chile	NGO	Centro de Estudios Cientificos (CECS)	LA	Jorge Carrasco	AR4	1
SAM	Chile	NGO	Centro de Estudios Cientificos (CECS)	LA	Gino Casassa	AR4	2
SAM	Colombia	HEI	Universidad Nacional de Colombia	LA	German Poveda	AR5	1
SAM	Colombia	HEI	Universidad Nacional de Colombia	RE	Omar-Dario Cardona	AR5	1
SAM	Colombia	INT	Inter-American Development Bank	RE	Walter Vergara	AR5	1
SAM	Colombia	INT	International Institute for Applied Systems Analysis (IIASA)	LA	Luis Gómez	AR5	1
SAM	Colombia	N/A	N/A	CA	Marcela Tarazona	AR5	1
SAM	Ecuador	N/A	N/A	LA	Arturo Villavicencio	AR4	1
SAM	Peru	FND	Group for the Analysis of Development (Grade)	LA	Alberto Pasco-Font	AR3	1
SAM	Peru	FND	Group for the Analysis of Development (Grade)	CA	Alberto Pasco-Font	AR3	1
SAM	Peru	GA	Comision Nac.de Cambio Clim.	RE	Eduardo Calvo Buendia	AR3	1
SAM	Peru	HEI	Universidad Nacional Mayor de San Marcos	LA	Juan Tarazona	AR4	1
SAM	Peru	HEI	Universidad Nacional Mayor de San Marcos	RE	Eduardo Calvo Buendia	AR4	1
SAM	Peru	HEI	Universidad Nacional Mayor de San Marcos	RE	Eduardo Calvo Buendia	AR5	1
SAM	Peru	INDV	Consultant	LA	Luis J. Geng	AR4	1
SAM	Peru	INT	United Nations Development Programme (UNDP)	LA	Luis J. Geng	AR3	1
SAM	Peru	N/A	N/A	LA	S. Zuta	AR2	1
SAM	Peru	N/A	N/A	CA	E. Aquize	AR2	2
SAM	Peru	N/A	N/A	CA	P. Ayondejo	AR2	1
SAM	Peru	N/A	N/A	CA	R. Calienes	AR2	1
SAM	Peru	N/A	N/A	CA	S. Carrasco Barrera	AR2	1
SAM	Peru	N/A	N/A	CA	H. Trevino	AR2	1
SAM	Uruguay	COMP	Carbosur	CLA	Daniel L. Martino	AR4	1
SAM	Uruguay	COMP	Carbosur	LA	Daniel L. Martino	AR4	2
SAM	Uruguay	GA	Ministry of Livestock Agriculture and Fisheries	LA	Walter Oyhantçabal	AR4	1
SAM	Uruguay	HEI	Universidad de la República	LA	Gustavo Nagy	AR4	1
SAM	Venezuela	GA	Instituto Venezolano de Investigaciones Cientificas	LA	E. Sanhueza	AR2	1
SAM	Venezuela	HEI	Universidad Central Venezuela	CLA	Luis Jose Mata	AR3	1
SAM	Venezuela	HEI	Universidad Central Venezuela	LA	Luis Jose Mata	AR3	3
SAM	Venezuela	HEI	Universidad Central Venezuela	RE	Luis Jose Mata	AR3	1
SAM	Venezuela	HEI	Universidad Central Venezuela	RE	A. Ramirez-Rojas	AR3	4
SAM	Venezuela	HEI	Universidad Central Venezuela	CA	Luis Jose Mata	AR3	1
SAM	Venezuela	HEI	Universidad Simon Bolivar	LA	Alicia Villamizar	AR3	1
SAM	Venezuela	HEI	Universidad Simon Bolivar	LA	Alicia Villamizar	AR4	1
SAM	Venezuela	HEI	Universidad Simon Bolivar	LA	Alicia Villamizar	AR5	2
SAM	Venezuela	HEI	Universidad Simon Bolivar	CA	Rafael Rodriguez Acevedo	AR4	1
SAM	Venezuela	HEI	Universidad Simon Bolivar	CA	Alicia Villamizar	AR5	1
SAM	Venezuela	HEI	University of Merida	LA	Rigoberto Andressen	AR2	2
SAM	Venezuela	INT	UNFCCC Secretariat	LA	Martha Perdomo	AR2	1
SAM	Venezuela	N/A	N/A	LA	Evelyne Bravo	AR2	2
SAM	Venezuela	N/A	N/A	LA	H. Perez Nieto	AR2	1
SAM	Venezuela	N/A	N/A	CA	L. Galindez Giron	AR2	1
SAM	Venezuela	N/A	N/A	CA	Luis Jose Mata	AR5	1
SWP	Australia	COMP	CRA International	CLA	Brian S. Fisher	AR4	1
SWP	Australia	COMP	CRA International	LA	Brian S. Fisher	AR4	2
SWP	Australia	COMP	CRA International	LA	Anna Matysek	AR4	1
SWP	Australia	COMP	CRA International	CA	Anna Matysek	AR4	1
SWP	Australia	COMP	Huonbrook Environment and Heritage	CA	M. Sullivan	AR2	1
SWP	Australia	COMP	Insurance Australia Group	CA	Anthony Coleman	AR4	1
SWP	Australia	CONS	Allen Consulting Group	LA	Roger Beale	AR4	1
SWP	Australia	GA	Antarctic Climate and Ecosystems Cooperative Research Centre	LA	Ian Allison	AR5	1
SWP	Australia	GA	Antarctic Climate and Ecosystems Cooperative Research Centre	CA	Ian Allison	AR5	1
SWP	Australia	GA	Australian Antarctic Division	LA	Ian Allison	AR2	1
SWP	Australia	GA	Australian Antarctic Division	LA	Ian Allison	AR4	1
SWP	Australia	GA	Australian Antarctic Division	LA	Andrew Constable	AR5	1
SWP	Australia	GA	Australian Antarctic Division	LA	Harvey J. Marchant	AR3	1
SWP	Australia	GA	Australian Antarctic Division	CA	S. Nicol	AR2	2
SWP	Australia	GA	Australian Antarctic Division	CA	Anthony Worby	AR4	1
SWP	Australia	GA	Bureau of Meteorology	CLA	Bryant J. McAvaney	AR1	1
SWP	Australia	GA	Bureau of Meteorology	CLA	Bryant J. McAvaney	AR3	1
SWP	Australia	GA	Bureau of Meteorology	CLA	Neville Nicholls	AR2	1
SWP	Australia	GA	Bureau of Meteorology	CLA	Scott B. Power	AR5	1
SWP	Australia	GA	Bureau of Meteorology	CLA	Neville Smith	AR5	1
SWP	Australia	GA	Bureau of Meteorology	LA	Robert Colman	AR4	1
SWP	Australia	GA	Bureau of Meteorology	LA	Michael J. Coughlan	AR1	1
SWP	Australia	GA	Bureau of Meteorology	LA	Geoff Love	AR4	2
SWP	Australia	GA	Bureau of Meteorology	LA	Bryant J. McAvaney	AR1	2
SWP	Australia	GA	Bureau of Meteorology	LA	Bryant J. McAvaney	AR2	1
SWP	Australia	GA	Bureau of Meteorology	LA	Neville Nicholls	AR2	1
SWP	Australia	GA	Bureau of Meteorology	LA	John Zillman	AR2	1
SWP	Australia	GA	Bureau of Meteorology	RE	Michael J. Coughlan	AR4	1
SWP	Australia	GA	Bureau of Meteorology	RE	Geoff Love	AR4	2
SWP	Australia	GA	Bureau of Meteorology	RE	Bryant J. McAvaney	AR4	1
SWP	Australia	GA	Bureau of Meteorology	RE	John Zillman	AR3	1
SWP	Australia	GA	Bureau of Meteorology	RE	John Zillman	AR4	1
SWP	Australia	GA	Bureau of Meteorology	CA	Lynda Chambers	AR4	1
SWP	Australia	GA	Bureau of Meteorology	CA	D. Collins	AR3	1
SWP	Australia	GA	Bureau of Meteorology	CA	Robert Colman	AR2	1
SWP	Australia	GA	Bureau of Meteorology	CA	Robert Colman	AR3	1
SWP	Australia	GA	Bureau of Meteorology	CA	W. Drosdowsky	AR2	1
SWP	Australia	GA	Bureau of Meteorology	CA	C. Fredericksen	AR2	1
SWP	Australia	GA	Bureau of Meteorology	CA	Henry Hendon	AR4	1
SWP	Australia	GA	Bureau of Meteorology	CA	Greg Holland	AR2	2
SWP	Australia	GA	Bureau of Meteorology	CA	Greg Holland	AR3	1
SWP	Australia	GA	Bureau of Meteorology	CA	L. Hopkins	AR2	1
SWP	Australia	GA	Bureau of Meteorology	CA	B. Kininmonth	AR2	1
SWP	Australia	GA	Bureau of Meteorology	CA	Bryant J. McAvaney	AR2	1
SWP	Australia	GA	Bureau of Meteorology	CA	Bryant J. McAvaney	AR3	1
SWP	Australia	GA	Bureau of Meteorology	CA	Neville Nicholls	AR1	1
SWP	Australia	GA	Bureau of Meteorology	CA	Neville Nicholls	AR2	1
SWP	Australia	GA	Bureau of Meteorology	CA	N. Plummer	AR2	1
SWP	Australia	GA	Bureau of Meteorology	CA	N. Plummer	AR3	1
SWP	Australia	GA	Bureau of Meteorology	CA	Scott B. Power	AR2	2
SWP	Australia	GA	Bureau of Meteorology	CA	Scott B. Power	AR4	2
SWP	Australia	GA	Bureau of Meteorology	CA	Scott B. Power	AR5	1
SWP	Australia	GA	Bureau of Meteorology	CA	G. Roff	AR3	1
SWP	Australia	GA	Bureau of Meteorology	CA	Matthew Wheeler	AR4	1
SWP	Australia	GA	Department of Education,Science and Training	LA	Harvey J. Marchant	AR2	1
SWP	Australia	GA	Department of Primary Industries and Energy	LA	Mark Howden	AR2	1
SWP	Australia	GA	Department of Primary Industries and Energy	CA	Mark Howden	AR2	1
SWP	Australia	GA	Environment Australia	LA	Max Finlayson	AR3	1
SWP	Australia	GA	Environment Australia	CA	Max Finlayson	AR3	1
SWP	Australia	HEI	Australian National University	CLA	Habiba Gitay	AR2	1
SWP	Australia	HEI	Australian National University	CLA	Habiba Gitay	AR3	1
SWP	Australia	HEI	Australian National University	CLA	Ian Noble	AR2	1
SWP	Australia	HEI	Australian National University	LA	G.D. Farquhar	AR2	1
SWP	Australia	HEI	Australian National University	LA	G.D. Farquhar	AR3	1
SWP	Australia	HEI	Australian National University	LA	Habiba Gitay	AR2	1
SWP	Australia	HEI	Australian National University	LA	Habiba Gitay	AR3	3
SWP	Australia	HEI	Australian National University	LA	Frank Jotzo	AR5	1
SWP	Australia	HEI	Australian National University	LA	Kurt Lambeck	AR3	1
SWP	Australia	HEI	Australian National University	LA	Kurt Lambeck	AR5	1
SWP	Australia	HEI	Australian National University	LA	Harvey J. Marchant	AR4	1
SWP	Australia	HEI	Australian National University	LA	Ian Noble	AR2	2
SWP	Australia	HEI	Australian National University	LA	Ian Noble	AR3	1
SWP	Australia	HEI	Australian National University	LA	David Stern	AR5	1
SWP	Australia	HEI	Australian National University	RE	Anthony J. McMichael	AR4	1
SWP	Australia	HEI	Australian National University	CA	Habiba Gitay	AR2	1
SWP	Australia	HEI	Australian National University	CA	Kurt Lambeck	AR4	1
SWP	Australia	HEI	Australian National University	CA	J. Lloyd	AR2	1
SWP	Australia	HEI	Australian National University	CA	A.R. Saunders	AR2	1
SWP	Australia	HEI	Australian National University	CA	Rosalie Woodruff	AR4	1
SWP	Australia	HEI	Griffith University	CLA	Roger Kitching	AR5	1
SWP	Australia	HEI	Griffith University	LA	Stuart Bunn	AR5	1
SWP	Australia	HEI	Griffith University	LA	Roger Kitching	AR5	1
SWP	Australia	HEI	Griffith University	RE	Jean P. Palutikof	AR5	1
SWP	Australia	HEI	James Cook University	LA	Christopher R Cocklin	AR4	1
SWP	Australia	HEI	James Cook University	CA	J. Foley	AR2	1
SWP	Australia	HEI	James Cook University	CA	David Hopley	AR2	1
SWP	Australia	HEI	James Cook University	CA	Terence Hughes	AR4	1
SWP	Australia	HEI	James Cook University	CA	C. Skelly	AR2	1
SWP	Australia	HEI	Macquarie University	LA	Paul Beggs	AR4	1
SWP	Australia	HEI	Macquarie University	LA	Ann Henderson-Sellers	AR1	1
SWP	Australia	HEI	Macquarie University	LA	Ann Henderson-Sellers	AR2	1
SWP	Australia	HEI	Macquarie University	LA	Lesley Hughes	AR4	1
SWP	Australia	HEI	Macquarie University	LA	Lesley Hughes	AR5	1
SWP	Australia	HEI	Macquarie University	LA	Andy Pitman	AR3	1
SWP	Australia	HEI	Macquarie University	LA	Andy Pitman	AR4	1
SWP	Australia	HEI	Macquarie University	CA	T. Chen	AR2	1
SWP	Australia	HEI	Macquarie University	CA	Ann Henderson-Sellers	AR2	3
SWP	Australia	HEI	Macquarie University	CA	Ann Henderson-Sellers	AR3	1
SWP	Australia	HEI	Macquarie University	CA	Lesley Hughes	AR4	1
SWP	Australia	HEI	Macquarie University	CA	P. Irannejad	AR2	1
SWP	Australia	HEI	Macquarie University	CA	P. Love	AR2	1
SWP	Australia	HEI	Macquarie University	CA	Andy Pitman	AR2	1
SWP	Australia	HEI	Macquarie University	CA	Andy Pitman	AR3	1
SWP	Australia	HEI	Macquarie University	CA	Andy Pitman	AR4	1
SWP	Australia	HEI	Monash University	CLA	David J. Karoly	AR3	1
SWP	Australia	HEI	Monash University	LA	Damon Honnery	AR5	1
SWP	Australia	HEI	Monash University	LA	Christian Jakob	AR5	1
SWP	Australia	HEI	Monash University	LA	David J. Karoly	AR1	1
SWP	Australia	HEI	Monash University	LA	Neville Nicholls	AR4	3
SWP	Australia	HEI	Monash University	CA	Piers Forster	AR3	1
SWP	Australia	HEI	Monash University	CA	David J. Karoly	AR1	1
SWP	Australia	HEI	Monash University	CA	David J. Karoly	AR2	2
SWP	Australia	HEI	Monash University	CA	David J. Karoly	AR3	2
SWP	Australia	HEI	Monash University	CA	R. Law	AR3	1
SWP	Australia	HEI	Monash University	CA	Amanda H. Lynch	AR4	1
SWP	Australia	HEI	Monash University	CA	Neville Nicholls	AR4	1
SWP	Australia	HEI	University of Adelaide	LA	Nicholas Harvey	AR4	1
SWP	Australia	HEI	University of Melbourne	LA	Jonathan Barnett	AR5	2
SWP	Australia	HEI	University of Melbourne	LA	David J. Karoly	AR4	3
SWP	Australia	HEI	University of Melbourne	LA	Ian H. Simmonds	AR1	1
SWP	Australia	HEI	University of Melbourne	RE	David J. Karoly	AR4	1
SWP	Australia	HEI	University of Melbourne	RE	David J. Karoly	AR5	1
SWP	Australia	HEI	University of Melbourne	CA	Jonathan Barnett	AR5	1
SWP	Australia	HEI	University of Melbourne	CA	Francis Chiew	AR2	1
SWP	Australia	HEI	University of Melbourne	CA	T. Mcmahon	AR2	1
SWP	Australia	HEI	University of Melbourne	CA	Ian H. Simmonds	AR4	1
SWP	Australia	HEI	University of New England	LA	Patrick D. Nunn	AR5	1
SWP	Australia	HEI	University of New South Wales	CLA	Roger McLean	AR3	1
SWP	Australia	HEI	University of New South Wales	CLA	Roger McLean	AR5	1
SWP	Australia	HEI	University of New South Wales	LA	Lisa Alexander	AR5	2
SWP	Australia	HEI	University of New South Wales	LA	Roger McLean	AR2	2
SWP	Australia	HEI	University of New South Wales	LA	Roger McLean	AR3	2
SWP	Australia	HEI	University of New South Wales	LA	Roger McLean	AR4	3
SWP	Australia	HEI	University of New South Wales	LA	Roger McLean	AR5	1
SWP	Australia	HEI	University of New South Wales	LA	Steven Sherwood	AR5	1
SWP	Australia	HEI	University of New South Wales	RE	Andy Pitman	AR5	1
SWP	Australia	HEI	University of New South Wales	CA	M. England	AR3	1
SWP	Australia	HEI	University of New South Wales	CA	R.E. Mcmurtrie	AR2	2
SWP	Australia	HEI	University of Queensland	CLA	Ove Hoegh-Guldberg	AR5	1
SWP	Australia	HEI	University of Queensland	LA	Ove Hoegh-Guldberg	AR5	1
SWP	Australia	HEI	University of Queensland	CA	Ove Hoegh-Guldberg	AR4	1
SWP	Australia	HEI	University of Queensland	CA	Ove Hoegh-Guldberg	AR5	2
SWP	Australia	HEI	University of Sydney	CA	Andrew B. Wyatt	AR4	1
SWP	Australia	HEI	University of Tasmania	CLA	Nathaniel L. Bindoff	AR5	1
SWP	Australia	HEI	University of Tasmania	LA	Nathaniel L. Bindoff	AR5	1
SWP	Australia	HEI	University of Tasmania	CA	Nathaniel L. Bindoff	AR5	2
SWP	Australia	HEI	University of Tasmania	CA	A. Lync	AR2	1
SWP	Australia	HEI	University of Tasmania	CA	V. Morgan	AR3	1
SWP	Australia	HEI	University of Tasmania	CA	T. van Ommen	AR3	1
SWP	Australia	HEI	University of Western Australia	CA	Oagile Dikinya	AR4	1
SWP	Australia	HEI	University of Wollongong	LA	Colin Woodroffe	AR4	1
SWP	Australia	HEI	University of Wollongong	CA	Pamela Abuodha	AR4	1
SWP	Australia	HEI	Victoria University	LA	Roger N. Jones	AR5	2
SWP	Australia	INDV	Consultant	CLA	Ian Noble	AR5	1
SWP	Australia	INDV	Consultant	LA	Ian Noble	AR5	1
SWP	Australia	INDV	Consultant	LA	Sandra Schuster	AR5	1
SWP	Australia	INT	World Bank	RE	Habiba Gitay	AR5	1
SWP	Australia	N/A	Australian Bureau of Agricultural and Resource Economics (ABARE)	LA	Helal Ahammad	AR5	1
SWP	Australia	N/A	Australian Bureau of Agricultural and Resource Economics (ABARE)	LA	Brian S. Fisher	AR2	1
SWP	Australia	N/A	Australian Bureau of Agricultural and Resource Economics (ABARE)	LA	Brian S. Fisher	AR3	1
SWP	Australia	N/A	Australian Bureau of Agricultural and Resource Economics (ABARE)	RE	Mark Howden	AR3	1
SWP	Australia	N/A	Australian Bureau of Agricultural and Resource Economics (ABARE)	CA	M. Hinchy	AR2	1
SWP	Australia	N/A	Australian Bureau of Agricultural and Resource Economics (ABARE)	CA	Mark Howden	AR3	1
SWP	Australia	N/A	Australian Bureau of Agricultural and Resource Economics (ABARE)	CA	S. Thorpe	AR2	1
SWP	Australia	N/A	Australian Centre for Sustainable Mining Practices (ACSMP)	LA	Noim Uddin	AR5	1
SWP	Australia	N/A	Curtin University	LA	Peter Newman	AR5	1
SWP	Australia	N/A	Murdoch University	LA	Richard Harper	AR5	1
SWP	Australia	N/A	N/A	CLA	J. Tilley	AR1	1
SWP	Australia	N/A	N/A	LA	J.R. Evans	AR2	1
SWP	Australia	N/A	N/A	LA	J. Freney	AR2	1
SWP	Australia	N/A	N/A	LA	D. Linforth	AR1	1
SWP	Australia	N/A	N/A	LA	M. Stafford Smith	AR2	1
SWP	Australia	N/A	N/A	CA	Helen Berry	AR5	1
SWP	Australia	N/A	N/A	CA	T.H. Booth	AR2	1
SWP	Australia	N/A	N/A	CA	Sarah Boulter	AR5	1
SWP	Australia	N/A	N/A	CA	Christopher J. Brown	AR5	1
SWP	Australia	N/A	N/A	CA	Josephine Brown	AR5	1
SWP	Australia	N/A	N/A	CA	Colin Butler	AR5	1
SWP	Australia	N/A	N/A	CA	Wenju Cai	AR5	1
SWP	Australia	N/A	N/A	CA	Andrew Campbell	AR5	1
SWP	Australia	N/A	N/A	CA	Jennifer Catto	AR5	1
SWP	Australia	N/A	N/A	CA	Jocelyn Davies	AR5	1
SWP	Australia	N/A	N/A	CA	Patrick de Deckker	AR5	1
SWP	Australia	N/A	N/A	CA	Viviane Vasconcellos de Menezes	AR5	2
SWP	Australia	N/A	N/A	CA	Keith Dear	AR5	1
SWP	Australia	N/A	N/A	CA	Catia M. Domingues	AR5	2
SWP	Australia	N/A	N/A	CA	Markus G. Donat	AR5	1
SWP	Australia	N/A	N/A	CA	Stephen Dovers	AR5	1
SWP	Australia	N/A	N/A	CA	D. Eamus	AR2	1
SWP	Australia	N/A	N/A	CA	Kyla Finlay	AR5	1
SWP	Australia	N/A	N/A	CA	Beth Fulton	AR5	1
SWP	Australia	N/A	N/A	CA	Donna Green	AR5	1
SWP	Australia	N/A	N/A	CA	C. Griffiths	AR1	3
SWP	Australia	N/A	N/A	CA	Don Gunasekera	AR5	1
SWP	Australia	N/A	N/A	CA	J. Hales	AR1	1
SWP	Australia	N/A	N/A	CA	John Handmer	AR5	1
SWP	Australia	N/A	N/A	CA	Sandy Harrison	AR5	1
SWP	Australia	N/A	N/A	CA	R. Heathcote	AR1	1
SWP	Australia	N/A	N/A	CA	Mark Hemer	AR5	2
SWP	Australia	N/A	N/A	CA	Alistair Hobday	AR5	1
SWP	Australia	N/A	N/A	CA	R. Holesgrove	AR1	1
SWP	Australia	N/A	N/A	CA	Graeme Hugo	AR5	1
SWP	Australia	N/A	N/A	CA	John Hunter	AR5	1
SWP	Australia	N/A	N/A	CA	Sue Jackson	AR5	1
SWP	Australia	N/A	N/A	CA	David Jones	AR5	1
SWP	Australia	N/A	N/A	CA	Jack Katzfey	AR5	1
SWP	Australia	N/A	N/A	CA	Stuart Kent	AR5	1
SWP	Australia	N/A	N/A	CA	Rachel M. Law	AR5	1
SWP	Australia	N/A	N/A	CA	Andrew Lenton	AR5	1
SWP	Australia	N/A	N/A	CA	Christopher Lucas	AR5	1
SWP	Australia	N/A	N/A	CA	Jo Luck	AR5	1
SWP	Australia	N/A	N/A	CA	Yiheyis Maru	AR5	1
SWP	Australia	N/A	N/A	CA	Rob Massom	AR5	1
SWP	Australia	N/A	N/A	CA	Jan McDonald	AR5	1
SWP	Australia	N/A	N/A	CA	Melodie McGeoch	AR5	1
SWP	Australia	N/A	N/A	CA	Shayne McGregor	AR5	1
SWP	Australia	N/A	N/A	CA	Tony McMichael	AR5	1
SWP	Australia	N/A	N/A	CA	Didier Monselesan	AR5	1
SWP	Australia	N/A	N/A	CA	Steve Nicol	AR5	1
SWP	Australia	N/A	N/A	CA	Barbara Norman	AR5	1
SWP	Australia	N/A	N/A	CA	P.G. Quilty	AR1	1
SWP	Australia	N/A	N/A	CA	Peter J. Rayner	AR5	1
SWP	Australia	N/A	N/A	CA	Joseph Reser	AR5	1
SWP	Australia	N/A	N/A	CA	Penny Reyenga	AR5	1
SWP	Australia	N/A	N/A	CA	Anthony J. Richardson	AR5	1
SWP	Australia	N/A	N/A	CA	Lauren Rickards	AR5	1
SWP	Australia	N/A	N/A	CA	Eelco Rohling	AR5	1
SWP	Australia	N/A	N/A	CA	Leon D. Rotstayn	AR5	1
SWP	Australia	N/A	N/A	CA	David Schoeman	AR5	1
SWP	Australia	N/A	N/A	CA	Tim F. Smith	AR5	1
SWP	Australia	N/A	N/A	CA	Mark Stafford-Smith	AR5	1
SWP	Australia	N/A	N/A	CA	Kevin Walsh	AR5	1
SWP	Australia	N/A	N/A	CA	Xiaoming Wang	AR5	1
SWP	Australia	N/A	N/A	CA	Ian G. Watterson	AR5	1
SWP	Australia	N/A	N/A	CA	Leanne Webb	AR5	1
SWP	Australia	N/A	N/A	CA	Barbara Weinecke	AR5	1
SWP	Australia	N/A	N/A	CA	Neil White	AR5	1
SWP	Australia	N/A	N/A	CA	Susan Wijffels	AR5	1
SWP	Australia	N/A	N/A	CA	Anthony Worby	AR5	1
SWP	Australia	PRO	Australian Bureau of Meteorology	LA	Julie Arblaster	AR5	1
SWP	Australia	PRO	Australian Institute of Marine Science (AIMS)	CA	Janice Lough	AR2	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	CLA	Bryson C. Bates	AR2	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	CLA	Nathaniel L. Bindoff	AR4	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	CLA	John A. Church	AR3	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	CLA	John A. Church	AR5	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	CLA	Kevin Hennessy	AR4	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	CLA	Roger N. Jones	AR4	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	CLA	Miko Kirschbaum	AR2	2
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	CLA	A. Barrie Pittock	AR3	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	CLA	Stephen Rintoul	AR5	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Bryson C. Bates	AR2	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Bryson C. Bates	AR3	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Bryson C. Bates	AR4	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Nathaniel L. Bindoff	AR4	2
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Josep Canadell	AR5	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Francis Chiew	AR5	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	John A. Church	AR5	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Martin Dix	AR3	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Ian G. Enting	AR2	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	P. Eraser	AR2	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Paul Fraser	AR1	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	R. Gifford	AR1	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Kevin Hennessy	AR4	2
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Mark Howden	AR4	2
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Mark Howden	AR5	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	B. Hunt	AR1	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Roger N. Jones	AR4	2
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Miko Kirschbaum	AR2	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	Kathleen McInnes	AR5	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	G. Pearman	AR1	1
SWP	Australia	PRO	Commonwealth Scientific and Industrial Research Organization (CSIRO)	LA	A. Barrie Pittock	AR1	3
